segment_1|unused|Олон жилийн хойно хурандаа Аурелиано Буэндиа гэгчийн бие Макондогийн оршуулгы газрын хайсны дэргэд буудуулах гэж зогсохдоо, тэр жилийн нэгэн үдэш мөс үзүүлэхээр цыганууд дээр эцгийнхээ дагуулж очсоныг санаж авай.
segment_2|unused|Тэгэхэд Макондо хулс, шавраар барьсан хориод навтгар овоохой бүхий жижигхэн суурин байж, хаяагаар нь галавын үеийн амьтны өндөг шиг асар том мөлгөр цагаан чулуун дундуур тунгалаг уст гол мяралзанхан урсдаг байлаа.
segment_3|unused|Ертөнц шинэхэн учир олон юмс нэр усгүй, тэдгээрийг дурдах болбол хуруугаараа заан ярилцдаг байвай.
segment_4|unused|Жил бүрийн гуравдугаар сард суурины захад ноорхой цыганы нэгэн овог асар майхнааа шаан бууж, шүглийн шийхнэх, бөмбөрийн пижгэнэх дуунаа эрдэмт хүмүүсийн сүүлийн үеийн бүтээлийг макондогийнхонд үзүүлдэг байлаа.
segment_5|unused|Эхлээд цыган нар соронзон гүр авчрав.
segment_6|unused|Мельикадес гэдэг бавгар сахалтай, шувууны савар шиг мойног хуруутай лүглэгэр цыган Мекедоны рилү бүтээгчдийн бүтээсэн, ертөнцийн найм дахь гайхамшиг гэж өөрийн нэрлэсэн зүйлийн идийг олонд чадал заан үзүүлэв.
segment_7|unused|Тэрвээр хоёр төмөр саваа барьж, айл айлаар ороход төмпөн хувин, хайч, хоовон байрнаасаа ховх хонх үсэрч, хадаас шураг хүчтэй татахын аяыг даахгүй цуурч байгаа банзнаас суга суга үсрэх гэж тэмүүлэн байхыг улс хиртхийн үзжээ.
segment_8|unused|Олдохоосоо огт өнгөрсөн гэж байсан юмс яг эрээд ядчихсан тэр газраас нь гарч Мелькиадесийн шидэт савааны араас хуйлран дагана.
segment_9|unused|Тэр цыган испани хэлээр их л хазгай муруй дуудаж, “Эд бараа гэдэг бас амьтай байдаг юм. Гагцхүү тэр юмсыг сэтгэлийг хөдөлгөж чадах хэрэгтэй” хэмээн сүртэй гэгч өгүүлнэ.
segment_10|unused|Суут байгаль эхийн бүтээн чадахыг сэтгэлдээ төсөөлөхөөр үл барам түүнээс ч хол давж, ид шид, илбэ жилбийн гайхамшгаас хэтийдсэн юмыг ч төсөөлөн сэтгэж улмаар ургуулан бодох үзэмжийн чадвартай Хосе Аркадио Буэндиа, хараахан ашиг тусаа өгөөгүй байгаа шинжлэх ухааны тэр нээлтийг газрын хэвлээс алт гаргаж авахад зохицуулж болно хэмээн боджээ.
segment_11|unused|Мелькиадес шударга хүн байсан болохоор “Соронзон тийм юманд хэрэг болохгүй” гэж сануулан хэлсэн боловч тэр үед Хосе Аркадио Буэндиа цыганы голч чигчид итгэлдэггүй байсан учир соронзон савааг луус, хэдэн ишгээрээ арилжин авлаа.
segment_12|unused|Буэндиагийн авааль гэргий Урсула Игуаран энэ хэдэн малаараа ар гэрийнхээ уначихсан ажлыг өөд татах гэсэндээ тэр арилжааг бүү хийтүгэй хэмээн хориглож ядсан болоч эр нөхөр нь “Удахгүй чамайг алтаар дараад өгнө. Хийх саваа л мэдээрэй” гэж хариулжээ.
segment_13|unused|Хэдэн сар хэлсэн амандаа хүрэх гэж зүтгэн, хоёр төмөр саваагаа араасаа чирэн, Мелькаидесийн зааж өгсөн тарнийг чанга дуугаар урин урьж, хавийн газар, тэр ч байтугай голын ёроолыг хүртэл нэ нэгэнгүй самнаж үзвэй.
segment_14|unused|Гэвч түүний газар дээр гаргаж ирсэн юм гэвэл арван тавдугаар зууны зэвэнд идэгдсэн битүү хуяг байлаа.
segment_15|unused|Тэр хуягийг цохиход чулуу дүүргэсэн гуа адил дүнгэнэх ажээ.
segment_16|unused|Хосещ Аркаио Буэндиа өөрийг нь хайгуулд дагаж явсан сууриныхаа дөрвөн хүнтэй хамт тэр хуягийг задалбал дотроос нь мах нь үгүй болсон хүний араг яс гарсныг үзсэнд хүзүүнд нь эмэгтэй хүний туг үс бүхий зэс гуу байлаа.
segment_17|unused|Гуравдугаар сард цыганууд дахин хүрч ирэв.
segment_18|unused|Одоо тэд яндан дуран, сайн бөмбөрийн дайтай галт шил хоёр авчирч, үүнээ амстердамын жүүд нарын цоо шинэ бүтээл гэж зарлав.
segment_19|unused|Яндан дуранг асрын дэргэд зоогоод гудамжны цаад өнцөгт цыган эмэгтэйг суулган таван реалын хөлстэйгөөр дурангаар харуулахад цыган хүүхэн гараар илээд авахаар ойрхон харагджээ.
segment_20|unused|“Шинжлэх ухаан орон зайг товчиллоо. Удахгүй хүн гэртээ сууж байгаад ертөнцийн аль ч хэсэгт болж байгаа зүйлийг харж болно” гэж Мельикадес тунхаглан айлджээ.
segment_21|unused|Халуу дүүгсэн нэгэн үдээр цыганууд асар том галт шилээр гайхалтай илбэ үзүүлж, гудамжны голд хуурай өвс овоолоод галт шилээрээ нарны туяа тусгасанд өвс дүрсхийн шатав.
segment_22|unused|Соронзонгоор алт олох гэсэн нь бүтээгүйд тайтгарч амжаагүй байсан Хосе Аркадио Буэндиа галт зэвсгийг байлдааны зэвсэг болгоё гэж дорхноо боджээ.
segment_23|unused|Мелькиадес түүнийг урьдынх шигээ хориглож хориглож, галт шилээ хоёр соронзон саваа, гурван алтан зоосоор соливол соль гэжээ.
segment_24|unused|Урсула адраа удлан алтан зоосноосоо өгөхөөс аргагүй болсондоо ёстой буруу харж уйлж, зөв харж инээжээ.
segment_25|unused|Уг нь эцгийнхээ хуруу хумсаа тайрч байж насан туршаа хураасан тэр мөнгийг ашигтайхан юманд зарах санаатай нөөгөөд орон доороо хадгалж байсан юмсанжээ.
segment_26|unused|Хосе Аркадио Буэндиа эхнэрийнхээ сэтгэлийг ч засаж барьсан юмгүй шинэ туршилтыг шамдан эхэлж жинхэнэ эрдэмтэн хүний байдлаар биеэ гаргуунд нь хаяж, тэр ч байтугай аминдаа ч аюул учруулахаас буцахгүй болж билээ.
segment_27|unused|Тэрбээр галт шилийг дайсны цэргийн өөдөөс хэрэглэж болно гэдгийг нотлох гэхдээ биеэ төөнөсөнд, түлэнхий нь яршин удтал анихгүй зовоожээ.
segment_28|unused|Буэндиа гэрээ ч шатааж үзэх осолтой санаа сэдсэн боловч эхнэр нь тас хорив.
segment_29|unused|Хосе Аркадио Буэндиа цоо шинэ зэсгийнхээ стратегийн чадлыг эргэцүүлэн олон цаг тасалгаандаа сууж, тэр ч байтугай хэрэглэх удирдамж зохиож, чухам яаж хэрэглэхийг их л тодорхой, хөдөлшгүй баримттай тайлбарлажээ.
segment_30|unused|Хийсэн туршлагаа тоорхойлон бичсэн олон зүйл, хэд хэдэн хуудас тайлбар зураг сэлтийг уул удирдамждаа хавсаргаж нэгэн элчээр эрх баригчдад явуулж, тэр элч нь өндөр уулыг давж, өргөн мөрнийг гаталж, өрх намаг туулж, дайд бөглүүдэд уйдан зовж, догшин аратанд бариулан алдаж, тахал өвчнөөр үхэх дөхөн явсаар түмэн алжаал, буман бэрхдлийг давж их замд оржээ.
segment_31|unused|Тэр үед хот орно гэдэг санахын гарз шахам байсан боловч, Буэндиа эрх баригчдын дуудсан даруйд л очиж, бүтээсэн зүйлинхээ чадлыг цэргийн дарга нарт үзүүлж, тэр ч байтугай гэрлийн дайны нарийн эрдмийг тэдэнд биелчлэн зааж сургахаар зэхэж байлаа.
segment_32|unused|Тэгээд хэдэн жил хариу хүлээж бүр ядчихаад Мелькиадест, дахиад л урагшгүйтснэээ гомдоллон хэлбэл цыган уужим сэтгэлээ ёстой нэг гаргаж, галт шилийг нь эргүүлж аваад, алтан зоосыг нь буцааж өгөөд, португалийн далайн хэдэн зураг, хөлгийн жолоодлогын олон багаж бэлэглэжээ.
segment_33|unused|Мелькиадес Герман гэлэнгийн бүтээлийг гараараа товчлон сийрүүлж, од эрхсийн байрал, өнцгийг олох багажийг ашиглах аргыг бичиж Хосе Аркадио Буэндиад өгчээ.
segment_34|unused|Борооны улирлын урт сард, туршилт хийхэд нь хүн саад хийх болуужин гэж байшингийнхаа мухрын умгархан өрөөг түгжин суужээ.
segment_35|unused|Гэрийн ажилд оролцохыг огт больж, од гаригийн гүдйлийг шинжин, гадаа хононо. Нарын хөөрөх туйлыг хэмжих гэж бйж наранд золтой л цохиулсангй.
segment_36|unused|Багаж нь гарт нь ороод ирэхэд тэрвээр орон зайн тухай нарийн ойлголттой болж, одооноос эхлээд гэрээсээ гаралгүйгээр үзэж хараагүй далай тэнгисээр аялж, хүн амьтангүй газар орныг шинжилж, ид шидийн амьтадтй харилцаж чадах болжээ.
segment_37|unused|Чухамхүү тэр л үед Хосе Аркадио Буэндиа гэр дотуураа хөлхөн, хэнийг ч анхааралгүй ганцаараа ярьчих зантай болсон бөгөөд түүнийг тэгж байхад Урусула хэдэн хүүхэдтэйгээ гадил, маланга, төмс, наанги цагшаан ауйям, пагсаа жимс арчлан тариан талбайд нуруугаа бөгтийтөл ажиллаж байлаа.
segment_38|unused|Гэтэл Хосе Аркадио Буэндиа толгой өөд татахгүй ажиллаж байснаа гэнэт болиод нэг л хачин болчихов.
segment_39|unused|Хэдэн өдөр юманд хорлогдсон юмшиг болж, элдэв таамаг дэвшүүлэн, өөртөө ч итгэхгүй гайхан амандаа дүнгэнэтэл ярьжээ.
segment_40|unused|Арван хоёрдугаар сарын нэгэн мягмар гаригт хоол идэж сууснаа эргэлзэж тээнэгэлзэж байсан зүйлийнхээ учрыг гэнэт бүрэн олжээ.
segment_41|unused|Нойр алдан, олон хоног тархиа гашилтал юм бодсоноос зүдэрсэн цэгийнхээ халуурч байгаа мэт дагжин чичирсээр ширээний эхэнд магнай тэнүүн, тэр ч байтугай маш жвахлантай суугаад, - Дэлхий чинь зүрж шиг бөөрөнхий юм гэж нээн олсноо хэлснийг хүүхдүүд нь насан туршаа мартахгүй нь лав.
segment_42|unused|Урсула багтартлаа уурлаж, “Чи солиорох мөрөөрөө солиор. Цыганы солио өвчнийг хүүхдэд бүү халдаачих” гэж аашлаад одны байршил олох багажийг нь хэм чулуудсан боловч Буэндиа тоосон ч үгүй, айж эмээсэн ч үгүй, өөр нэг багаж хээвнэг хийж аваад, умгархан өрөөндөө сууриныхаа харчуулыг цуглуулж, хэний ч үл ойлгох огол дурдаж, дандаа дорно зүг хөвөөд байвал яг эргээд гарсан газраа хүрээд ирнэ гэдгийг тэдэнд нотолжээ.
segment_43|unused|Макондогийнхон Буэндиаг толгойдоо юмтай болж гэж бодоцгоож байтал азаар тэр үед Мелькиадес ирж тааран, учрыг олж хужрыг тунгаан өгчээ.
segment_44|unused|Аль эрт практикаар батлагдсан байсан боловч маъондынхны огт мэдэхгүй байсан тэр нээлтийг зөвхөн од мичид ажигласаар хийсэн Буэндиагийн гоц ухаантайг цыган өндөр дуугаар магтаж, өөрийн бахархан бахдаж байгаагийн нотолгоо болгон рилү бүтээхүй ухааны лабораторийн төхөөөрмж түүнд бэлэглэсэн нь сууриныхны хувь заяанд тус болох учиртай байжээ.
segment_45|unused|Яг тэр үеэр Мелькиадес хачин амархан өтлөв.
segment_46|unused|Цыган эр анх тосгонд ирж байхдаа Хосе Аркадио Буэндиагийн насны хүн харагдаж байлаа.
segment_47|unused|Гэтэл Буэндиа нь тэнхээ гэж тоймгүй, морь ч чихдээд унагахдаа тоохгүй хэвээрээ байхад цыган ужиг өвчинд ээргэдсэн шиг эцэж турж байлаа.
segment_48|unused|Угтаа бол тэр нь ганц өвчний гай бус, хорвоо дэлхийгээр хэрэн тэнэсээр туссан олон ховорхон өвчний урхаг байжээ.
segment_49|unused|Мелькиадес, Буэндиад лаборатори тоноглоход нь тусалж байхдаа, эрлэгийн элч өөрийг нь газар сайгүй дагаж яваа боловч эрлэгийнд бүрмөсөн аваачих зүрх нь арай л хүрэхгүй байгаа бололтой гэж ярьжээ.
segment_50|unused|Тэрээр хүн төрөлхтнийг дайрч байсан бүх гамшиг сүйрэлтэй тулгарч явсан боловч эсэн мэнд гарч байсан толгой билээ.
segment_51|unused|Перст хулгана яр, Малайн хойгт бам, Александрийд уяман, Японд хөх гуя, Мадагаскарт булчирхайн тахал туссан боловч үхээгүй, Сицилийн арал дээр газар хөдөлж, Магелланы хоолойд хөлөг онгоц сүйрэн олон хүний амь сүйдэхэд бас л амьд гарсан байжээ.
segment_52|unused|Нострадамусын нууцыг мэддэг гэж ам шүд алдах энэ жигтэйхэн эр булшнаас гарч ирсэн байдалтай, бүлцгэр нүд нь юмс үзэгдлийн цаад талыг нэвт харж чаддаг байртай санагдана.
segment_53|unused|Хэрээний дэлгэсэн далавч аятай далбагар хүрээтэй том хар бүрх, он удаад буриваад идэгдэн ногоорсон хантааз өмсөж явна.
segment_54|unused|Цаглашгүй ухаалаг, туйлгүй битүүлэг боловч мах цусанд төрсөн хүн байсан бөгөөд биеийн хүндээрээ газартаа татагдаж, өдөр тутмын амьдралын зовлон зүдгээр, аж төрөлд дийлэгдэх ажээ.
segment_55|unused|Өвгөрөөд тэнхээ тамир алдрах боллоо” гэж үглэх болж, аар саар юманд зарах мөнгөгүй гачигдаж, бөм өвчнөөр хамаг шүд нь юүрээд уначихсн тул инээхийг аль эрт больсон ажээ.
segment_56|unused|Тэр нэгэн бөгчим халуун өдөр Мелькиадесийн нууцаа тайлснаас хойш өөрдсийнх нь их үерхэл эхэлсэн гэж Хосе Аркадио Буэндиа үзэж байлаа.
segment_57|unused|Хүүхдүүд цыганы хүн үнэмшмээргүй яриаг гайхан чагнана.
segment_58|unused|Тэгэхэд таван ойноос хэтрээгүй байсан Аурелиано Мелькиадесийн гэрэлтэй цонхны наана хүглийн сууж бадралт баг бишгүүрийнх шиг дуу нь элдэв аймаар юм бодогдуулж, халуунд хөлс нь шанаагаар нь хайлсан тос шиг урсан байсныг насан туршаа санаж явна.
segment_59|unused|Аурелианогийн ах Хосе Аркадио түүний гайхамшигт дүрийн үр саддаа үе залган ярих дуртгал болгон үлдээнэ.
segment_60|unused|Харин Урсула л цыганы ирэхэд тун таагүй байдаг байв.
segment_61|unused|Энэ нь ямар учиртай вэ гэвэл тэрбээр, Мелькиадесийн шилтэй хлорын мөнгөн ус санамсаргүй алдаад хагалж байх үеэр яг тасалгаанд орж ирсэн юм санж.
segment_62|unused|- Энэ чөтгөрийн үнэр байна гэж Урсулагийн хэлэхэд Мелькиадес татгалзаж,
segment_63|unused|- Огт үгүй. Чөтгөр борын хүчлийн үнэртэй байдаг нь тогтоогдсон юм, энэ бол ердөө ялихгүй жаахан түргэн цагааны үнэр гэжээ.
segment_64|unused|Тэгээд Мелькиадес, шунхны тун хачирхам шингэнийг сургамжлангуй дуугаар дэлгэрэнгүй гэгч нь тайлбарласан боловч Урсула түүнийг нь огт сонирхсонгүй, хүүхдээ мөргүүлэхээр авч явжээ.
segment_65|unused|Үүнээс хойш хурц үнэр гарахад, Мелькиадес санаанд нь ороод байдаг болжээ.
segment_66|unused|Бүдүүлэг лабораторид нь олон хувин, юүлүүр, шүүр, шүүлтүүрээс гадна энгийн хяс, рилүг хийх халуун хүзүүт шил, Иудийн Маригийн хэрэглэж байсан гурван цорготой нэрэх тогооны шинэчилсэн төслөөр цыгануудын өөрсдийн нь хийсэн бүрхээр төдийхөн байдаг байлаа.
segment_67|unused|Түүнээс гадна Мелькиадес долоон гаригтай тэнцэх долоон төмөрлөгийн дээж, алтны тоо хоёр дахин ихэсгэх Моисей, Зосимын томъёолол, их магистерийн салбарт хамаарах тэмдэглэл, зургийг Хосе Аркадио Буэндиад өгчээ.
segment_68|unused|Эдгээрийн учрыг олсон хүн рилү гаргаж чадах ажээ.
segment_69|unused|Алтыг хоёр дахин их болгох томьёолол энгийн байсанд хорхой нь хүрсэн Хосе Аркадио Буэндиа хэдэн долоо хоног эхнэртээ тал засаж байгаад нандигнадаг хайрцагнаас нь хуучны зоосыг гаргуулж, мөнгөн усны хуваагдахын тоогоор түүнийг нь олшруулахаар амлажээ.
segment_70|unused|Урсула нөхрийнхөө шалаад салахгүйд аанай л цааргалж чадсангүй.
segment_71|unused|Буэндиа гучин дулоныг хувинд хийж, хүхэрт хүнцэл, зэсийн үртэс, мөнгөн ус, хар тугалганы хамт хайлуулав.
segment_72|unused|Дараа нь энэ бүхнээ тосон туулга бүхий тогоонд хийгээд үмхий үнэртэй өтгөн бантан болтол нь шүүн гал дээр буцалгасан нь алт болж арвижихаасаа илүү ердийн цардуулын бурамтай төстэй юм болчихжээ.
segment_73|unused|Ахин нэрж долоон гаригийн нэр бүхий төмөрлөгтэй холин дахин хайлуулж, гермесийн мөнгөн ус, байвангаар боловсруулж, цагаан луувангийн тос байгаагүйн учир гахайн өөхөнд дахин буцалгах зэргээр их зоригтойгоор аз үзэн ноцолдсоны эцст, Урсулагийн үнэт өв тогооны ёроолд барьцалдан наалдсан шимэлдгэрхүү юм болчихов.
segment_74|unused|Тэр үеэр цыганыг дахин ирэхэд Урсула тосгоныхныгоо түүний өөдөөс турхирсан боловч тосгоныхныг нь айхаасаа сониучирхах нь дийлжээ.
segment_75|unused|Цыганууд зүйл бүрийн хөгжим чих дөжрөм хангинуулсаар гудамжаар өнгөрч, зарч нь низианзныхны хамгийн аугаа их нээлтийг үзүүлнэ гэж зарлав.
segment_76|unused|Цөмөөрөө цыганы асар тийш очиж, нэг сентаво төлөөд дотогш орвол Мелькиадес эв эрүүл, зав залуу, үрчлээ атираагүй, гялалзсан шинэ шүдтэй болчихсон байж байлаа.
segment_77|unused|Бамтсанаас болж нүцгэн буйл үлдэж, хацар нь хонхойж, уруул нь үрчлээтсэнийг сайн мэдэх хүмүүс, жам ёсноос гадуур ид чадалтайгийнх нь энэхүү сүүлийн нотолгоог үзэхдээ хиртхийн цочжээ.
segment_78|unused|Мелькиадес бүв бүрэн эрүүл шүд амнаасаа гарган үзүүлж, агшин зуур урьдынх шигээ өтөлсөн өвгөн болсноо дахин шүдээ хийгээд инээмсэглэвэл ид гялалзаж яваа эр дунд насны хүн болчихсонд бултаараа бүр ч сүнсгүй айжээ.
segment_79|unused|Хосе Аркадио Буэндиа хүртэл Мелькадесийн мэдлэгийг хүний хэрээс хэтрээгүй байгаа даа гэж эргэлзэхэд хүрчээ.
